Date,Close,High,Low,Open,Volume,High_Low,ATR
2014-01-02,19.898500442504883,19.968000411987305,19.701000213623047,19.940000534057617,42756000,0.2670001983642578,
2014-01-03,19.82200050354004,20.135499954223633,19.81100082397461,19.914499282836914,44204000,0.32449913024902344,
2014-01-06,19.681499481201172,19.850000381469727,19.42099952697754,19.792499542236328,63412000,0.4290008544921875,
2014-01-07,19.901500701904297,19.923500061035156,19.714500427246094,19.75200080871582,38320000,0.2089996337890625,
2014-01-08,20.09600067138672,20.149999618530273,19.802000045776367,19.923500061035156,46330000,0.34799957275390625,
2014-01-09,20.050500869750977,20.344499588012695,19.922000885009766,20.18549919128418,42060000,0.4224987030029297,
2014-01-10,19.882999420166016,20.187999725341797,19.690000534057617,20.12649917602539,53590000,0.4979991912841797,
2014-01-13,19.548999786376953,19.98900032043457,19.422500610351562,19.89900016784668,56898000,0.5664997100830078,
2014-01-14,19.87700080871582,19.931499481201172,19.56450080871582,19.60650062561035,46802000,0.36699867248535156,
2014-01-15,19.793500900268555,19.965499877929688,19.62649917602539,19.94700050354004,53566000,0.3390007019042969,
2014-01-16,19.790000915527344,19.964500427246094,19.470500946044922,19.68400001525879,52024000,0.4939994812011719,
2014-01-17,19.980499267578125,20.17449951171875,19.683000564575195,19.71299934387207,90102000,0.4914989471435547,
2014-01-21,20.352500915527344,20.389999389648438,20.079999923706055,20.149999618530273,62442000,0.3099994659423828,
2014-01-22,20.226999282836914,20.402999877929688,20.100000381469727,20.399999618530273,41210000,0.30299949645996094,0.3834995542253767
2014-01-23,19.993499755859375,20.308500289916992,19.88949966430664,20.049999237060547,60508000,0.41900062561035156,0.39435672760009766
2014-01-24,19.3799991607666,20.010000228881836,19.363500595092773,19.908000946044922,89168000,0.6464996337890625,0.4173567635672433
2014-01-27,19.31399917602539,19.704999923706055,19.024499893188477,19.524999618530273,78736000,0.6805000305175781,0.43532099042619976
2014-01-28,19.721500396728516,19.73699951171875,19.356000900268555,19.3700008392334,57890000,0.3809986114501953,0.44760663168770926
2014-01-29,19.209999084472656,19.642499923706055,19.16200065612793,19.607999801635742,67646000,0.480499267578125,0.4570708956037249
2014-01-30,20.15049934387207,20.3125,19.385000228881836,19.688499450683594,209478000,0.9274997711181641,0.4931424004690988
2014-01-31,17.934499740600586,18.772499084472656,17.88800048828125,18.58799934387207,323096000,0.8844985961914062,0.5207495008196149
2014-02-03,17.3075008392334,18.042499542236328,17.0049991607666,17.948999404907227,205616000,1.0375003814697266,0.5543924059186663
2014-02-04,17.397499084472656,17.700000762939453,17.201000213623047,17.47949981689453,96258000,0.49900054931640625,0.5638211114065987
2014-02-05,17.322500228881836,17.4685001373291,16.886499404907227,17.299999237060547,88708000,0.582000732421875,0.5811782564435687
2014-02-06,17.72949981689453,17.740999221801758,17.3700008392334,17.3700008392334,66714000,0.3709983825683594,0.572392463684082
2014-02-07,18.054000854492188,18.09000015258789,17.624500274658203,17.948999404907227,86610000,0.4654998779296875,0.570535387311663
2014-02-10,18.043500900268555,18.25,17.967500686645508,18.08049964904785,68994000,0.2824993133544922,0.5685710906982422
2014-02-11,18.089500427246094,18.180500030517578,17.8125,18.091999053955078,64442000,0.3680000305175781,0.5732139859880719
2014-02-12,17.462499618530273,17.887500762939453,17.31599998474121,17.821500778198242,131754000,0.5715007781982422,0.5841068540300641
2014-02-13,17.860000610351562,17.860000610351562,17.325000762939453,17.385000228881836,83500000,0.5349998474121094,0.5761425835745675
2014-02-14,17.86750030517578,17.966999053955078,17.667499542236328,17.966999053955078,70404000,0.29949951171875,0.5489282608032227
2014-02-18,17.6825008392334,17.786500930786133,17.47249984741211,17.763999938964844,99960000,0.31400108337402344,0.5441427230834961
2014-02-19,17.368999481201172,17.726999282836914,17.30500030517578,17.631999969482422,83362000,0.4219989776611328,0.539964130946568
2014-02-20,17.489999771118164,17.523000717163086,17.2189998626709,17.440000534057617,69856000,0.3040008544921875,0.4954284940447126
2014-02-21,17.33799934387207,17.707000732421875,17.337499618530273,17.621999740600586,84200000,0.36950111389160156,0.45864295959472656
2014-02-24,17.589000701904297,17.649999618530273,17.164499282836914,17.25950050354004,72894000,0.4855003356933594,0.4192143848964146
