Date,Close,High,Low,Open,Volume,High_Low,ATR
2020-09-30,9.5,11.40999984741211,9.109999656677246,10.0,338584400,2.3000001907348633,
2020-10-01,9.460000038146973,10.100000381469727,9.229999542236328,9.6899995803833,124297600,0.8700008392333984,
2020-10-02,9.199999809265137,9.279999732971191,8.9399995803833,9.0600004196167,55018300,0.3400001525878906,
2020-10-05,9.029999732971191,9.489999771118164,8.920000076293945,9.430000305175781,36316900,0.5699996948242188,
2020-10-06,9.899999618530273,10.180000305175781,8.899999618530273,9.039999961853027,90864000,1.2800006866455078,
2020-10-07,10.0,10.489999771118164,9.989999771118164,10.039999961853027,54672400,0.5,
2020-10-08,10.0,10.399999618530273,9.989999771118164,10.289999961853027,34989200,0.4099998474121094,
2020-10-09,9.949999809265137,10.1899995803833,9.890000343322754,10.130000114440918,19653500,0.2999992370605469,
2020-10-12,9.890000343322754,10.050000190734863,9.65999984741211,10.039999961853027,20623600,0.3900003433227539,
2020-10-13,9.470000267028809,9.880000114440918,9.40999984741211,9.880000114440918,21847200,0.4700002670288086,
2020-10-14,9.34000015258789,9.65999984741211,9.289999961853027,9.600000381469727,13652600,0.36999988555908203,
2020-10-15,9.90999984741211,9.90999984741211,9.180000305175781,9.270000457763672,12924100,0.7299995422363281,
2020-10-16,9.710000038146973,9.949999809265137,9.65999984741211,9.9399995803833,11142500,0.28999996185302734,
2020-10-19,9.569999694824219,9.819999694824219,9.529999732971191,9.789999961853027,9126400,0.28999996185302734,0.6507143293108258
2020-10-20,9.270000457763672,9.65999984741211,9.270000457763672,9.600000381469727,11138200,0.3899993896484375,0.5142857006617955
2020-10-21,9.199999809265137,9.479999542236328,9.199999809265137,9.300000190734863,9190000,0.2799997329711914,0.47214276450020926
2020-10-22,9.680000305175781,9.75,9.220000267028809,9.369999885559082,17928600,0.5299997329711914,0.48571416309901644
2020-10-23,9.489999771118164,9.829999923706055,9.470000267028809,9.710000038146973,12618000,0.3599996566772461,0.4707141603742327
2020-10-26,9.949999809265137,9.970000267028809,9.600000381469727,9.720000267028809,23767300,0.36999988555908203,0.4057141031537737
2020-10-27,10.949999809265137,11.039999961853027,9.920000076293945,10.0,53695900,1.119999885559082,0.4499998092651367
2020-10-28,10.850000381469727,10.984999656677246,10.100000381469727,10.65999984741211,30941700,0.8849992752075195,0.4839283398219517
2020-10-29,10.75,11.100000381469727,10.5600004196167,10.899999618530273,20515700,0.5399999618530273,0.5010712487357003
2020-10-30,10.130000114440918,10.680000305175781,9.850000381469727,10.609999656677246,19705500,0.8299999237060547,0.5324997901916504
2020-11-02,10.539999961853027,10.569999694824219,10.229999542236328,10.229999542236328,11677800,0.3400001525878906,0.5232140677315849
2020-11-03,10.5,10.9399995803833,10.4399995803833,10.569999694824219,21652800,0.5,0.5324997901916504
2020-11-04,10.720000267028809,10.920000076293945,10.550000190734863,10.819999694824219,15783400,0.36999988555908203,0.5067855290004185
2020-11-05,11.880000114440918,12.130000114440918,10.850000381469727,10.899999618530273,48560400,1.2799997329711914,0.5774997983660016
2020-11-06,13.829999923706055,14.960000038146973,12.050000190734863,12.220000267028809,89977600,2.9099998474121094,0.7646426473345075
2020-11-09,14.670000076293945,15.899999618530273,14.109999656677246,14.960000038146973,60099000,1.7899999618530273,0.864642688206264
2020-11-10,14.0,15.010000228881836,13.180000305175781,14.989999771118164,38078700,1.8299999237060547,0.9753569875444684
2020-11-11,15.960000038146973,15.970000267028809,14.399999618530273,14.569999694824219,47027900,1.5700006484985352,1.049642767224993
2020-11-12,14.579999923706055,17.059999465942383,14.40999984741211,16.65999984741211,97904000,2.6499996185302734,1.2132141930716378
2020-11-13,15.800000190734863,16.0,14.489999771118164,14.489999771118164,76354800,1.510000228881836,1.294642789023263
2020-11-16,15.930000305175781,16.100000381469727,15.010000228881836,15.960000038146973,65326000,1.0900001525878906,1.2924999509538924
2020-11-17,17.850000381469727,18.75,16.18000030517578,16.290000915527344,116618500,2.5699996948242188,1.4128571237836565
2020-11-18,17.899999618530273,19.25,17.540000915527344,18.280000686645508,89957900,1.7099990844726562,1.4964284896850586
2020-11-19,18.979999542236328,18.979999542236328,17.959999084472656,18.5,56225400,1.0200004577636719,1.5099999564034599
2020-11-20,18.149999618530273,19.65999984741211,18.0,19.030000686645508,72104000,1.6599998474121094,1.604285648890904
