Date,Close,High,Low,Open,Volume
2014-01-02,17.15670394897461,17.27767244413937,17.122274989377967,17.2357991165468,234684800
2014-01-03,16.779842376708984,17.17438394218297,16.762781952557027,17.14833031065933,392467600
2014-01-06,16.87134552001953,16.960364867656878,16.550934509082335,16.67035252525637,412610800
2014-01-07,16.750688552856445,16.93431135449659,16.684931615636376,16.883443155480222,317209200
2014-01-08,16.856760025024414,16.92189573781373,16.70880698915324,16.712527515358698,258529600
2014-01-09,16.64150619506836,16.962226977500755,16.60521530968146,16.96036505696146,279148800
2014-01-10,16.53046226501465,16.774259537953082,16.473700197037694,16.744172295769417,304976000
2014-01-13,16.617000579833984,16.826988410791607,16.435547836448453,16.43647879657939,378492800
2014-01-14,16.947647094726562,16.958192454474307,16.67686359228787,16.6942337842946,332561600
2014-01-15,17.287906646728516,17.375996671088593,17.11110706231483,17.16880008139063,391638800
2014-01-16,17.191444396972656,17.272090060716135,17.111728036847616,17.211605812908527,229278000
2014-01-17,16.770227432250977,17.123826653620345,16.746343830762626,17.105527156766286,426739600
2014-01-21,17.030771255493164,17.061787793604,16.76246925566749,16.780149212474637,328526800
2014-01-22,17.106456756591797,17.28573615267471,16.991691902719655,17.087845836812154,379985200
2014-01-23,17.251298904418945,17.26122472353218,16.89863084073907,17.05775040124644,403239200
2014-01-24,16.937711715698242,17.23392749027438,16.896767714780005,17.18367886285787,429354800
2014-01-27,17.075124740600586,17.20850049556836,16.927792868393958,17.061788159011268,554878800
2014-01-28,15.710357666015625,15.974004878162036,15.572948299884127,15.780456304327238,1065523200
2014-01-29,15.532004356384277,15.737340652071461,15.465937676157328,15.631260917137444,502810000
2014-01-30,15.501921653747559,15.710360657895494,15.406388904735277,15.587530234645321,678501600
2014-01-31,15.527350425720215,15.556196929521722,15.308677560564066,15.359235970034938,464797200
2014-02-03,15.556205749511719,15.748515331719204,15.487038042543396,15.589705415133091,401464000
2014-02-04,15.781378746032715,15.802161342480167,15.594343660564405,15.690187774055012,376681200
2014-02-05,15.899251937866211,15.982688808529474,15.702600730498213,15.712216784702193,328344800
2014-02-06,15.991927146911621,16.022819390821603,15.845271476529607,15.9154797583384,257765200
2014-02-07,16.215652465820312,16.31706294100885,16.14388607810411,16.26869820152324,370280400
2014-02-10,16.50615692138672,16.599766862648554,16.1632343140829,16.18382803456059,345559200
2014-02-11,16.723642349243164,16.77949435293334,16.52206787524951,16.55670458299209,282256800
2014-02-12,16.72239112854004,16.83597152443737,16.638768107815782,16.754531524321486,308100800
2014-02-13,16.987934112548828,17.00103890398612,16.668724789788442,16.683077735954438,307398000
2014-02-14,16.97420310974121,17.036299225438906,16.887460520298276,16.92677489545701,272924400
2014-02-18,17.036611557006836,17.19886668270596,17.024753253120764,17.03692317910165,260251600
2014-02-19,16.76763343811035,17.064687499844325,16.67340028681878,16.997912077098967,313768000
2014-02-20,16.573556900024414,16.75609579973719,16.50646982578933,16.63097035743962,305858000
2014-02-21,16.389453887939453,16.68026722911539,16.36917179333646,16.624725185477416,278784800
2014-02-24,16.461223602294922,16.53517635689785,16.301153166580406,16.3239315748608,288909600
2014-02-25,16.289918899536133,16.524253699371606,16.256843632633363,16.518326214266146,231952000
2014-02-26,16.142948150634766,16.381652274243102,16.088342643053956,16.338280156756355,276217200
2014-02-27,16.4649600982666,16.499595123554798,16.102378843349076,16.136390624821942,301882000
2014-02-28,16.42035484313965,16.623487518993482,16.291796524137375,16.508970529365556,371968800
2014-03-03,16.467775344848633,16.557952432568133,16.313319127798376,16.332353069032294,238781200
2014-03-04,16.576358795166016,16.620044199572654,16.468084316206763,16.568871535124092,259140000
2014-03-05,16.611305236816406,16.685879538213534,16.51051802931714,16.566373349516216,200062800
2014-03-06,16.561077117919922,16.676217333570087,16.478388932251686,16.6247313564559,185488800
2014-03-07,16.551401138305664,16.599454260869706,16.41441907671991,16.571683235501077,220729600
2014-03-10,16.56637191772461,16.64157112297136,16.48586680746732,16.486491717762217,178584000
2014-03-11,16.727693557739258,16.810381703434317,16.61848254773782,16.707724753832288,279224400
2014-03-12,16.743921279907227,16.767011305382912,16.600075220506156,16.67839566705146,199326400
2014-03-13,16.557954788208008,16.83909457235564,16.51146143888421,16.769824481148056,257742800
2014-03-14,16.371986389160156,16.56544540201833,16.31925226052169,16.499918102087165,237199200
2014-03-17,16.43595314025879,16.536738739047113,16.408182108449804,16.46590885989865,199544800
2014-03-18,16.581350326538086,16.59913610913152,16.387891404694468,16.409733272252993,209647200
2014-03-19,16.576984405517578,16.732375470255672,16.506464511497473,16.608188267125556,224756000
2014-03-20,16.497106552124023,16.620983817438457,16.45498258273303,16.534237902941733,208398400
2014-03-21,16.627220153808594,16.654679551386373,16.42315273612564,16.597889357791693,374046400
2014-03-24,16.824434280395508,16.86531011034095,16.69556434859353,16.800407711185457,355700800
2014-03-25,17.005407333374023,17.029122274224953,16.836909770710818,16.89650957814062,282293200
2014-03-26,16.842830657958984,17.13052436145744,16.814124778495447,17.053140469396123,299768000
2014-03-27,16.770444869995117,16.89650681590267,16.69743032684871,16.850325096532217,222031600
2014-03-28,16.75172233581543,16.81662470658658,16.670282333711107,16.797279144096986,200564000
2014-03-31,16.747976303100586,16.874973088952586,16.722699928291796,16.82567182651073,168669200
2014-04-01,16.901187896728516,16.9080535808305,16.748916355344306,16.779806934518696,200760000
2014-04-02,16.929271697998047,16.95829088030359,16.857816919194818,16.923967456739373,180420800
2014-04-03,16.811946868896484,16.927710298502905,16.776063671889013,16.893075256167734,162344000
2014-04-04,16.594459533691406,16.84970132963191,16.555768405588445,16.843773844807107,275251200
2014-04-07,16.333908081054688,16.56574815002488,16.284608487883027,16.475882710565436,289850400
2014-04-08,16.332979202270508,16.4166039011416,16.185075369256605,16.38758472083509,243888400
2014-04-09,16.54766082763672,16.552965069817056,16.288674495806774,16.30802006522918,206169600
2014-04-10,16.334228515625,16.60756774990634,16.324554899360585,16.558889712921015,239652000
2014-04-11,16.213462829589844,16.313936731253033,16.136390566608693,16.19442723045398,271717600
2014-04-14,16.278057098388672,16.293033283865704,16.13857876877457,16.28492111396449,205674000
2014-04-15,16.161983489990234,16.276810376935348,15.955106453840779,16.23406316618569,266490000
2014-04-16,16.194747924804688,16.259650298838192,16.042788015550027,16.164792213822423,214765600
2014-04-17,16.379785537719727,16.467779627572707,16.200679470313684,16.22564256905616,284334400
2014-04-21,16.57417869567871,16.60444436245952,16.3492025727989,16.392263074374505,182548800
2014-04-22,16.59071922302246,16.594775309675878,16.428462425458893,16.48493934935819,202563200
2014-04-23,16.373851776123047,16.572928246224723,16.364489784468464,16.50833750280508,394940000
2014-04-24,17.716211318969727,17.78579468121169,17.496541130395673,17.72994101821083,759911600
2014-04-25,17.846330642700195,17.84788875287466,17.597329638968727,17.615113758521552,390275200
2014-04-28,18.5374813079834,18.58927889301501,17.86536419008518,17.87316640650953,669485600
2014-04-29,18.482559204101562,18.59645121314522,18.394566816164886,18.52655623128381,337377600
2014-04-30,18.412673950195312,18.704112331950792,18.403625242376982,18.492242587563574,456640800
2014-05-01,18.456039428710938,18.559632921844322,18.296278981727944,18.47226377117288,244048000
2014-05-02,18.490360260009766,18.540911349176916,18.400808093180906,18.48287299962974,191514400
2014-05-05,18.751848220825195,18.753098042083103,18.409862129666955,18.414231504784595,287067200
2014-05-06,18.547466278076172,18.859496605571632,18.547466278076172,18.778056598441772,374564400
2014-05-07,18.482559204101562,18.637327021029215,18.339024777077533,18.573672811336486,282864400
2014-05-08,18.44961166381836,18.651055144106707,18.39972167533847,18.457769142789207,230297200
2014-05-09,18.372739791870117,18.395017018673684,18.20926174628198,18.341361645947387,291597600
2014-05-12,18.601476669311523,18.627519267521418,18.431096309425342,18.433921598697708,213208800
2014-05-13,18.630666732788086,18.65514085678257,18.534653764052187,18.575442853552335,159737200
2014-05-14,18.634113311767578,18.744876076284577,18.567279953160185,18.588930455710333,166404000
2014-05-15,18.475656509399414,18.71977261630597,18.451182393778073,18.660156653461407,230846000
2014-05-16,18.748327255249023,18.748953980294893,18.36834587082113,18.469694348826906,276256400
2014-05-19,18.970487594604492,19.056461236848456,18.74268634910626,18.75900299182197,317755200
2014-05-20,18.9742488861084,19.027275868840793,18.849366353522473,18.967973255646612,234836000
2014-05-21,19.024450302124023,19.036686523467225,18.89109693889881,18.946634168117697,196859600
2014-05-22,19.054576873779297,19.135531682758053,18.955111884300035,19.03355476492733,200760000
2014-05-23,19.269817352294922,19.288644237634763,19.029466647862925,19.053940760937103,232209600
2014-05-27,19.63066291809082,19.6378786356464,19.316888127238197,19.324732245649173,348866000
2014-05-28,19.57982635498047,19.76244295027114,19.57260896345825,19.642894325105907,315481600
2014-05-29,19.93659019470215,19.98334321430994,19.69780794466656,19.700318196400342,376474000
2014-05-30,19.861915588378906,20.212400739726124,19.733267682042026,20.01817459204046,564020800
2014-06-02,19.725419998168945,19.91933274823033,19.532449011407426,19.89203501841734,369350800
2014-06-03,20.004371643066406,20.04202543098283,19.712875690158114,19.71946468410949,292709200
2014-06-04,20.2327880859375,20.32911771508873,19.959490781459753,20.001223287059165,335482000
2014-06-05,20.312177658081055,20.375560676008615,20.163449433325802,20.27609404648434,303805600
2014-06-06,20.256332397460938,20.434872017714333,20.221818938056945,20.392197723813474,349938400
2014-06-09,20.580453872680664,20.619989498063713,20.15215266081046,20.360811881827143,301660000
2014-06-10,20.701257705688477,20.876971969240472,20.5519010843899,20.806686598966756,251108000
2014-06-11,20.6156005859375,20.81327874344443,20.529940330307106,20.674903195321747,182724000
2014-06-12,20.270763397216797,20.67270871919958,20.18510313853007,20.65513695440853,218996000
2014-06-13,20.048927307128906,20.303712905383197,19.9610701464986,20.250997603563437,218100000
2014-06-16,20.25098991394043,20.371793673402987,20.086258428710757,20.09943808702915,142244000
2014-06-17,20.224639892578125,20.360816887918332,20.16314038813599,20.2751566244831,118904000
2014-06-18,20.246599197387695,20.27075995093383,20.064295939079734,20.266366172615204,134056000
2014-06-19,20.17630958557129,20.27295257944494,20.06209483358696,20.270755690747333,142112000
2014-06-20,19.967655181884766,20.32786793066777,19.965458292661502,20.174117524013496,403592000
2014-06-23,19.950084686279297,20.123602079753798,19.89956628534952,20.05770880475593,174776000
2014-06-24,19.829280853271484,20.149957994199475,19.8095138762674,19.932512868476607,156144000
2014-06-25,19.846851348876953,19.921528824880696,19.69090572922018,19.813904713572455,147476000
2014-06-26,19.965457916259766,19.998404551045656,19.72385205405566,19.84904792565368,130516000
2014-06-27,20.202674865722656,20.207066969044384,19.936906532025834,19.947889303933735,256116000
2014-06-30,20.411331176757812,20.587045447480097,20.226831024925865,20.229027914137152,197929200
2014-07-01,20.54092025756836,20.661724034654615,20.455260006811038,20.54092025756836,152892000
2014-07-02,20.532140731811523,20.65953185445249,20.446478785792877,20.61780100209422,113860000
2014-07-03,20.65294075012207,20.668315625890436,20.470637454771612,20.573869481674542,91567200
2014-07-07,21.079044342041016,21.08343644499535,20.66831317278437,20.677099054428616,225872000
2014-07-08,20.94286346435547,21.261345356102726,20.62877535083115,21.144933693490376,260888000
2014-07-09,20.95165252685547,21.074651524010477,20.813278655056084,20.962635298345305,145744000
2014-07-10,20.874774932861328,20.9867928169789,20.540918169614752,20.593633453749725,158744000
2014-07-11,20.914308547973633,21.061468264968607,20.835237305106286,20.945058289562574,136072000
2014-07-14,21.184476852416992,21.281119898864986,21.008764202926823,21.054888836258094,171240000
2014-07-15,20.936283111572266,21.272335227668304,20.87258670694014,21.261354129050684,181911600
2014-07-16,20.817665100097656,21.32723439004503,20.808879220440865,21.298681537961865,213585200
2014-07-17,20.446474075317383,20.927490617423192,20.332260966498282,20.872580114469947,229192000
2014-07-18,20.740798950195312,20.80888744979359,20.431102853824054,20.56288942505872,199952000
2014-07-21,20.6331729888916,20.865993006199027,20.58485147381216,20.863796116676582,156316000
2014-07-22,20.804487228393555,20.841825960330777,20.672702384315876,20.79570134869035,220788000
2014-07-23,21.347002029418945,21.49855383806493,20.903324344261407,20.958234832720056,371672000
2014-07-24,21.311861038208008,21.37555741345717,21.177879296431378,21.314057927212552,182916000
2014-07-25,21.45243263244629,21.489771368345828,21.226201652220944,21.27232626875603,173876000
2014-07-28,21.748958587646484,21.797280114615948,21.426086129301325,21.485388755113583,221272000
2014-07-29,21.608373641967773,21.84119523989356,21.579820792783917,21.817034492224515,172572000
2014-07-30,21.557870864868164,21.67867300554312,21.45244192729704,21.621567270272536,132040000
2014-07-31,20.997774124145508,21.404111474664653,20.93847152356105,21.340416771558733,227372000
2014-08-01,21.114187240600586,21.221813039281454,20.82425983489619,20.844028488510585,194044000
2014-08-04,20.995576858520508,21.213023633480205,20.903327625605392,21.166899017022647,159832000
2014-08-05,20.892351150512695,21.015350154925475,20.7254227332841,20.945064770155923,223732000
